Nombre,Tipo,NivelBase,CategoriaGO,EtiquetasGO,esBebe,Region,Ataque Base,Defensa Base,Stamina Base,ScorePvE,ScorePvP_GL,ScorePvP_UL,UsoPrincipal,Contadores,EsRaid,EvolucionaA,EvolucionRecomendada,UsoEvolucionRecomendada,ScoreEvolucionRecomendada,CosteCaramelosEvolucionRecomendada,ObjetosEvolucionRecomendada,fechaActualizacion
Krookodile,tierra/siniestro,normal,normal,,no,,229,158,216,72,63,64,coleccionable,electrico/fuego/fantasma,no,,,,,,,2026-03-30
Darumaka,fuego,normal,normal,,no,,153,86,172,49,45,48,raid,bicho/planta/hielo,sí,Darmanitan,Darmanitan,pve,198,50,,2026-03-30
Darmanitan,hielo,normal,normal,,no,,263,114,233,75,57,66,pve,dragon/volador/planta,no,,,,,,,2026-03-30
Maractus,planta,normal,normal,regional,no,América,201,130,181,61,50,57,coleccionable,tierra/roca/agua,no,,,,,,,2026-03-30
Dwebble,bicho/roca,normal,normal,,no,,118,128,137,43,46,43,coleccionable,bicho/siniestro/fuego,no,Crustle,Crustle,coleccionable,180,50,,2026-03-30
Crustle,bicho/roca,normal,normal,,no,,188,200,172,64,58,58,coleccionable,bicho/siniestro/fuego,no,,,,,,,2026-03-30
Scraggy,siniestro/lucha,normal,normal,,no,,132,132,137,45,46,45,raid,siniestro/fantasma/hielo,sí,Scrafty,Scrafty,coleccionable,173,50,,2026-03-30
Scrafty,siniestro/lucha,normal,normal,,no,,163,222,163,60,58,55,coleccionable,siniestro/fantasma/hielo,no,,,,,,,2026-03-30
Sigilyph,psiquico/volador,normal,normal,regional,no,Egipto / Grecia,204,167,176,64,54,59,coleccionable,bicho/lucha/planta,no,,,,,,,2026-03-30
Yamask,fantasma,normal,normal,,no,,95,141,116,38,45,40,coleccionable,fantasma/psiquico,no,Cofagrigus/Runerigus,Cofagrigus,coleccionable,173,50,,2026-03-30
Cofagrigus,fantasma,normal,normal,,no,,163,237,151,60,58,55,coleccionable,fantasma/psiquico,no,,,,,,,2026-03-30
Tirtouga,agua/roca,normal,normal,,no,,134,146,144,48,48,47,coleccionable,bicho/fuego/volador,no,Carracosta,Carracosta,coleccionable,183,50,,2026-03-30
Carracosta,agua/roca,normal,normal,,no,,192,197,179,65,59,59,coleccionable,bicho/fuego/volador,no,,,,,,,2026-03-30
Archen,roca/volador,normal,normal,,no,,213,89,146,56,43,55,coleccionable,bicho/lucha/fuego,no,Archeops,Archeops,pve,202,50,,2026-03-30
Archeops,roca/volador,normal,normal,,no,,292,139,181,77,56,69,pve,bicho/lucha/fuego,no,,,,,,,2026-03-30
Trubbish,veneno,normal,normal,,no,,96,122,137,39,45,40,coleccionable,hada/planta,no,Garbodor,Garbodor,coleccionable,172,50,,2026-03-30
Garbodor,veneno,normal,normal,,no,,181,164,190,61,55,56,coleccionable,hada/planta,no,,,,,,,2026-03-30
Zorua,siniestro,normal,normal,,no,,153,78,120,43,39,45,coleccionable,fantasma/psiquico,no,Zoroark,Zoroark,coleccionable,176,50,,2026-03-30
Zoroark,siniestro,normal,normal,,no,,250,127,155,66,48,62,coleccionable,fantasma/psiquico,no,,,,,,,2026-03-30
Minccino,normal,normal,normal,,no,,98,80,146,36,42,38,coleccionable,,no,Cinccino,Cinccino,coleccionable,167,50,Unova Stone,2026-03-30
Cinccino,normal,normal,normal,,no,,198,130,181,61,50,56,coleccionable,,no,,,,,,,2026-03-30
Gothita,psiquico,normal,normal,,no,,98,112,128,37,44,39,coleccionable,lucha/veneno,no,Gothorita,Gothitelle,coleccionable,176,125,,2026-03-30
Gothorita,psiquico,normal,normal,,no,,137,153,155,50,50,48,coleccionable,lucha/veneno,no,Gothitelle,Gothitelle,coleccionable,176,100,,2026-03-30
Gothitelle,psiquico,normal,normal,,no,,176,205,172,62,58,56,coleccionable,lucha/veneno,no,,,,,,,2026-03-30
Solosis,psiquico,normal,normal,,no,,170,83,128,47,41,47,coleccionable,lucha/veneno,no,Duosion,Reuniclus,coleccionable,197,125,,2026-03-30
Duosion,psiquico,normal,normal,,no,,208,103,163,58,46,55,coleccionable,lucha/veneno,no,Reuniclus,Reuniclus,coleccionable,197,100,,2026-03-30
Reuniclus,psiquico,normal,normal,,no,,214,148,242,71,64,62,coleccionable,lucha/veneno,no,,,,,,,2026-03-30
Ducklett,agua/volador,normal,normal,sombra,no,,84,96,158,37,45,38,coleccionable,bicho/lucha/fuego,no,Swanna,Swanna,coleccionable,163,50,,2026-03-30
Swanna,agua/volador,normal,normal,sombra,no,,182,132,181,58,51,54,coleccionable,bicho/lucha/fuego,no,,,,,,,2026-03-30
Vanillite,hielo,normal,normal,,no,,118,106,113,39,41,41,coleccionable,dragon/volador/planta,no,Vanillish,Vanilluxe,coleccionable,186,125,,2026-03-30
Vanillish,hielo,normal,normal,,no,,151,138,139,49,47,48,coleccionable,dragon/volador/planta,no,Vanilluxe,Vanilluxe,coleccionable,186,100,,2026-03-30
Vanilluxe,hielo,normal,normal,,no,,218,184,174,67,58,61,coleccionable,dragon/volador/planta,no,,,,,,,2026-03-30
Deerling,normal/planta,normal,normal,,no,,115,100,155,42,45,42,coleccionable,tierra/roca/agua,no,Sawsbuck,Sawsbuck,coleccionable,174,50,,2026-03-30
Sawsbuck,normal/planta,normal,normal,,no,,198,146,190,63,53,58,coleccionable,tierra/roca/agua,no,,,,,,,2026-03-30
Emolga,electrico/volador,normal,normal,,no,,158,127,146,50,47,49,coleccionable,bicho/lucha/volador,no,,,,,,,2026-03-30
Karrablast,bicho,normal,normal,,no,,137,87,137,42,42,44,coleccionable,siniestro/planta/psiquico,no,Escavalier,Escavalier,coleccionable,189,200,,2026-03-30
Escavalier,bicho/acero,normal,normal,,no,,223,187,172,68,59,62,coleccionable,siniestro/hada/planta,no,,,,,,,2026-03-30
Foongus,planta/veneno,normal,normal,sombra,no,,97,91,170,40,45,40,coleccionable,hada/planta/tierra,no,Amoonguss,Amoonguss,coleccionable,173,50,,2026-03-30
Amoonguss,planta/veneno,normal,normal,sombra,no,,155,139,249,61,58,54,coleccionable,hada/planta/tierra,no,,,,,,,2026-03-30
Frillish,agua/fantasma,normal,normal,,no,,115,134,146,44,47,44,coleccionable,fuego/fantasma/tierra,no,Jellicent,Jellicent,coleccionable,180,50,,2026-03-30
Jellicent,agua/fantasma,normal,normal,,no,,159,178,225,63,61,56,coleccionable,fuego/fantasma/tierra,no,,,,,,,2026-03-30
Alomomola,agua,normal,normal,,no,,138,131,338,63,67,56,coleccionable,fuego/tierra/roca,no,,,,,,,2026-03-30
Joltik,bicho/electrico,normal,normal,,no,,110,98,137,39,43,41,coleccionable,siniestro/volador/planta,no,Galvantula,Galvantula,coleccionable,166,50,,2026-03-30
Galvantula,bicho/electrico,normal,normal,,no,,201,128,172,60,50,56,coleccionable,siniestro/volador/planta,no,,,,,,,2026-03-30
Ferroseed,planta/acero,normal,normal,,no,,82,155,127,38,48,39,coleccionable,hada/tierra/hielo,no,Ferrothorn,Ferrothorn,coleccionable,177,50,,2026-03-30
Ferrothorn,planta/acero,normal,normal,,no,,158,223,179,61,61,55,coleccionable,hada/tierra/hielo,no,,,,,,,2026-03-30
Klink,acero,normal,normal,,no,,98,121,120,37,44,39,coleccionable,hada/hielo/roca,no,Klang,Klinklang,coleccionable,182,125,,2026-03-30
Klang,acero,normal,normal,,no,,150,174,155,54,52,51,coleccionable,hada/hielo/roca,no,Klinklang,Klinklang,coleccionable,182,100,,2026-03-30
Klinklang,acero,normal,normal,,no,,199,214,155,65,58,59,coleccionable,hada/hielo/roca,no,,,,,,,2026-03-30
Tynamo,electrico,normal,normal,,no,,105,78,111,34,38,38,coleccionable,volador/agua,no,Eelektrik,Eelektross,coleccionable,184,125,Unova Stone,2026-03-30
Eelektrik,electrico,normal,normal,,no,,156,130,163,52,48,50,coleccionable,volador/agua,no,Eelektross,Eelektross,coleccionable,184,100,Unova Stone,2026-03-30
Eelektross,electrico,normal,normal,,no,,217,152,198,67,56,61,coleccionable,volador/agua,no,,,,,,,2026-03-30
Elgyem,psiquico,normal,normal,,no,,148,100,146,46,44,46,coleccionable,lucha/veneno,no,Beheeyem,Beheeyem,coleccionable,183,50,,2026-03-30
Beheeyem,psiquico,normal,normal,,no,,221,163,181,67,55,61,coleccionable,lucha/veneno,no,,,,,,,2026-03-30
Litwick,fantasma/fuego,normal,normal,,no,,108,98,137,39,43,41,coleccionable,bicho/fantasma/planta,no,Lampent,Chandelure,coleccionable,199,125,Unova Stone,2026-03-30
Lampent,fantasma/fuego,normal,normal,,no,,169,115,155,52,47,50,coleccionable,bicho/fantasma/planta,no,Chandelure,Chandelure,coleccionable,199,100,Unova Stone,2026-03-30
Chandelure,fantasma/fuego,normal,normal,,no,,271,182,155,74,58,67,coleccionable,bicho/fantasma/planta,no,,,,,,,2026-03-30
Axew,dragon,normal,normal,,no,,154,101,130,46,42,46,coleccionable,dragon,no,Fraxure,Haxorus,pve,212,125,,2026-03-30
Fraxure,dragon,normal,normal,,no,,212,123,165,61,48,57,coleccionable,dragon,no,Haxorus,Haxorus,pve,212,100,,2026-03-30
Haxorus,dragon,normal,normal,,no,,284,172,183,78,64,70,pve,dragon,no,,,,,,,2026-03-30
Cubchoo,hielo,normal,normal,,no,,128,74,146,41,41,42,coleccionable,dragon/volador/planta,no,Beartic,Beartic,coleccionable,197,50,,2026-03-30
Beartic,hielo,normal,normal,,no,,233,152,216,72,61,64,coleccionable,dragon/volador/planta,no,,,,,,,2026-03-30
Cryogonal,hielo,normal,normal,,no,,190,218,190,67,66,60,coleccionable,dragon/volador/planta,no,,,,,,,2026-03-30
Shelmet,bicho,normal,normal,,no,,72,140,137,36,47,38,coleccionable,siniestro/planta/psiquico,no,Accelgor,Accelgor,coleccionable,174,200,,2026-03-30
Accelgor,bicho,normal,normal,,no,,220,120,190,65,50,59,coleccionable,siniestro/planta/psiquico,no,,,,,,,2026-03-30
Stunfisk,tierra/electrico,normal,normal,,no,,144,171,240,61,60,54,coleccionable,electrico/fuego/volador,no,,,,,,,2026-03-30
Mienfoo,lucha,normal,normal,,no,,160,98,128,46,42,47,coleccionable,siniestro/hielo/normal,no,Mienshao,Mienshao,coleccionable,180,50,,2026-03-30
Mienshao,lucha,normal,normal,,no,,258,127,163,69,48,63,coleccionable,siniestro/hielo/normal,no,,,,,,,2026-03-30
Druddigon,dragon,normal,normal,,no,,213,170,184,67,57,61,coleccionable,dragon,no,,,,,,,2026-03-30
Golett,tierra/fantasma,normal,normal,,no,,127,92,153,43,44,43,coleccionable,electrico/fuego/fantasma,no,Golurk,Golurk,coleccionable,189,50,,2026-03-30
Golurk,tierra/fantasma,normal,normal,,no,,222,154,205,69,58,62,coleccionable,electrico/fuego/fantasma,no,,,,,,,2026-03-30
Pawniard,siniestro/acero,normal,normal,,no,,154,114,128,47,44,47,coleccionable,hada/fantasma/hielo,no,Bisharp,Kingambit,pve,223,150,,2026-03-30
Bisharp,siniestro/acero,normal,normal,,no,,232,176,163,68,55,62,coleccionable,hada/fantasma/hielo,no,Kingambit,Kingambit,pve,223,100,,2026-03-30
Bouffalant,normal,normal,normal,regional,no,Norteamérica,195,182,216,68,64,60,coleccionable,,no,,,,,,,2026-03-30
Rufflet,normal/volador,normal,normal,,no,,150,97,172,49,46,48,coleccionable,bicho/lucha/planta,no,Braviary,Braviary,coleccionable,200,50,,2026-03-30
Braviary,normal/volador,normal,normal,,no,,232,152,225,73,63,64,coleccionable,bicho/lucha/planta,no,,,,,,,2026-03-30
Vullaby,siniestro/volador,normal,normal,,no,,105,139,172,45,50,44,coleccionable,bicho/lucha/fantasma,no,Mandibuzz,Mandibuzz,coleccionable,181,50,,2026-03-30
Mandibuzz,siniestro/volador,normal,normal,,no,,129,205,242,61,66,54,coleccionable,bicho/lucha/fantasma,no,,,,,,,2026-03-30
Heatmor,fuego,normal,normal,regional,no,América / África / Oriente Medio,204,129,198,64,52,58,coleccionable,bicho/planta/hielo,no,,,,,,,2026-03-30
Durant,bicho/acero,normal,normal,regional,no,Europa / Asia / Pacífico,217,188,151,66,54,60,coleccionable,siniestro/hada/planta,no,,,,,,,2026-03-30
Deino,siniestro/dragon,normal,normal,,no,,116,93,141,40,43,41,raid,dragon/fantasma/psiquico,sí,Zweilous,Hydreigon,pve,218,125,,2026-03-30
Zweilous,siniestro/dragon,normal,normal,,no,,159,135,176,54,50,51,coleccionable,dragon/fantasma/psiquico,no,Hydreigon,Hydreigon,pve,218,100,,2026-03-30
Hydreigon,siniestro/dragon,normal,normal,,no,,256,188,211,78,72,68,pve,dragon/fantasma/psiquico,no,,,,,,,2026-03-30
Larvesta,bicho/fuego,normal,normal,,no,,156,107,146,48,45,48,coleccionable,bicho/siniestro/planta,no,Volcarona,Volcarona,pve,217,400,,2026-03-30
Volcarona,bicho/fuego,normal,normal,,no,,264,189,198,78,70,69,pve,bicho/siniestro/planta,no,,,,,,,2026-03-30
Cobalion,acero/lucha,legendario,legendario,,no,,192,229,209,70,73,62,pvp_gl,siniestro/hada/hielo,no,,,,,,,2026-03-30
Terrakion,roca/lucha,legendario,legendario,,no,,260,192,209,78,73,69,pve,bicho/siniestro/fuego,no,,,,,,,2026-03-30
Virizion,planta/lucha,legendario,legendario,,no,,192,229,209,70,73,62,pvp_gl,siniestro/tierra/hielo,no,,,,,,,2026-03-30
Tornadus,volador,legendario,legendario,,no,,266,164,188,75,62,67,pve,bicho/lucha/planta,no,,,,,,,2026-03-30
Thundurus,electrico/volador,legendario,legendario,,no,,266,164,188,75,62,67,pve,bicho/lucha/volador,no,,,,,,,2026-03-30
Reshiram,dragon/fuego,legendario,legendario,,no,,275,211,205,82,79,74,pve,bicho/dragon/planta,no,,,,,,,2026-03-30
Zekrom,dragon/electrico,legendario,legendario,,no,,275,211,205,82,79,74,pve,dragon/volador/agua,no,,,,,,,2026-03-30
Landorus,tierra/volador,legendario,legendario,,no,,261,182,205,78,70,69,pve,bicho/electrico/lucha,no,,,,,,,2026-03-30
Kyurem,dragon/hielo,legendario,legendario,,no,,246,170,245,78,74,68,pve,dragon/volador/planta,no,,,,,,,2026-03-30
Keldeo,agua/lucha,singular,singular,,no,,260,192,209,78,73,69,pve,siniestro/fuego/tierra,no,,,,,,,2026-03-30
Meloetta,normal/psiquico,singular,singular,,no,,250,225,225,82,85,74,pve,lucha/veneno,no,,,,,,,2026-03-30
Genesect,bicho/acero,singular,singular,,no,,252,199,174,74,65,67,coleccionable,siniestro/hada/planta,no,,,,,,,2026-03-30
Chespin,planta,normal,normal,,no,,110,106,148,41,45,42,coleccionable,tierra/roca/agua,no,Quilladin,Chesnaught,coleccionable,200,125,,2026-03-30
Quilladin,planta,normal,normal,,no,,146,156,156,52,51,49,coleccionable,tierra/roca/agua,no,Chesnaught,Chesnaught,coleccionable,200,100,,2026-03-30
Chesnaught,planta/lucha,normal,normal,,no,,201,204,204,70,68,62,coleccionable,siniestro/tierra/hielo,no,,,,,,,2026-03-30
Fennekin,fuego,normal,normal,,no,,116,102,120,39,42,41,coleccionable,bicho/planta/hielo,no,Braixen,Delphox,coleccionable,196,125,,2026-03-30
Braixen,fuego,normal,normal,,no,,171,130,153,53,48,51,coleccionable,bicho/planta/hielo,no,Delphox,Delphox,coleccionable,196,100,,2026-03-30
Delphox,fuego/psiquico,normal,normal,,no,,230,189,181,71,62,63,coleccionable,bicho/lucha/planta,no,,,,,,,2026-03-30
Froakie,agua,normal,normal,,no,,122,84,121,38,40,41,coleccionable,fuego/tierra/roca,no,Frogadier,Greninja,coleccionable,178,125,,2026-03-30
Frogadier,agua,normal,normal,,no,,168,114,144,51,45,50,coleccionable,fuego/tierra/roca,no,Greninja,Greninja,coleccionable,178,100,,2026-03-30
Greninja,agua/siniestro,normal,normal,,no,,223,152,176,66,52,60,coleccionable,fuego/fantasma/tierra,no,,,,,,,2026-03-30
Bunnelby,normal,normal,normal,,no,,68,72,116,28,38,33,coleccionable,,no,Diggersby,Diggersby,coleccionable,151,50,,2026-03-30
Diggersby,normal/tierra,normal,normal,,no,,112,155,198,50,54,47,coleccionable,electrico/fuego/veneno,no,,,,,,,2026-03-30
Fletchling,normal/volador,normal,normal,,no,,95,80,128,34,40,37,coleccionable,bicho/lucha/planta,no,Fletchinder,Talonflame,coleccionable,168,125,,2026-03-30
Fletchinder,fuego/volador,normal,normal,,no,,145,110,158,48,46,47,coleccionable,bicho/lucha/planta,no,Talonflame,Talonflame,coleccionable,168,100,,2026-03-30
Talonflame,fuego/volador,normal,normal,,no,,176,155,186,60,53,55,coleccionable,bicho/lucha/planta,no,,,,,,,2026-03-30
Scatterbug,bicho,normal,normal,,no,,63,63,116,26,37,32,coleccionable,siniestro/planta/psiquico,no,Spewpa,Vivillon,coleccionable,156,125,,2026-03-30
Spewpa,bicho,normal,normal,,no,,48,89,128,27,41,32,coleccionable,siniestro/planta/psiquico,no,Vivillon,Vivillon,coleccionable,156,100,,2026-03-30
Vivillon,bicho/volador,normal,normal,,no,,176,103,190,56,48,52,coleccionable,bicho/siniestro/lucha,no,,,,,,,2026-03-30
Litleo,fuego/normal,normal,normal,,no,,139,112,158,47,47,46,coleccionable,bicho/planta/hielo,no,Pyroar,Pyroar,coleccionable,185,50,,2026-03-30
Pyroar,fuego/normal,normal,normal,,no,,221,149,200,68,56,61,coleccionable,bicho/planta/hielo,no,,,,,,,2026-03-30
Flabebe,hada,normal,normal,,no,,108,120,127,40,44,41,coleccionable,siniestro/dragon/lucha,no,Floette,Florges,pvp_gl,210,125,,2026-03-30
Floette,hada,normal,normal,,no,,136,151,144,48,49,47,coleccionable,siniestro/dragon/lucha,no,Florges,Florges,pvp_gl,210,100,,2026-03-30
Florges,hada,normal,normal,,no,,212,244,186,73,73,64,pvp_gl,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Skiddo,planta,normal,normal,,no,,123,102,165,45,46,44,coleccionable,tierra/roca/agua,no,Gogoat,Gogoat,coleccionable,197,50,,2026-03-30
Gogoat,planta,normal,normal,,no,,196,146,265,70,66,61,coleccionable,tierra/roca/agua,no,,,,,,,2026-03-30
Pancham,lucha,normal,normal,,no,,145,107,167,48,47,47,coleccionable,siniestro/hielo/normal,no,Pangoro,Pangoro,coleccionable,192,50,,2026-03-30
Pangoro,lucha/siniestro,normal,normal,,no,,226,146,216,70,59,63,coleccionable,siniestro/fantasma/hielo,no,,,,,,,2026-03-30
Furfrou,normal,normal,normal,,no,,164,167,181,58,54,53,coleccionable,,no,,,,,,,2026-03-30
Espurr,psiquico,normal,normal,,no,,120,114,158,44,47,44,coleccionable,lucha/veneno,no,Meowstic,Meowstic,coleccionable,166,50,,2026-03-30
Meowstic,psiquico,normal,normal,,no,,166,167,179,58,54,54,coleccionable,lucha/veneno,no,,,,,,,2026-03-30
Honedge,acero/fantasma,normal,normal,,no,,135,139,128,46,46,46,coleccionable,hada/fantasma/hielo,no,Doublade,Aegislash,coleccionable,175,125,,2026-03-30
Doublade,acero/fantasma,normal,normal,,no,,188,206,153,62,55,57,coleccionable,hada/fantasma/hielo,no,Aegislash,Aegislash,coleccionable,175,100,,2026-03-30
Aegislash,acero/fantasma,normal,normal,,no,,272,97,155,67,45,63,coleccionable,hada/fantasma/hielo,no,,,,,,,2026-03-30
Spritzee,hada,normal,normal,,no,,110,113,186,45,49,44,coleccionable,siniestro/dragon/lucha,no,Aromatisse,Aromatisse,coleccionable,176,50,,2026-03-30
Aromatisse,hada,normal,normal,,no,,173,150,226,63,57,56,coleccionable,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Swirlix,hada,normal,normal,,no,,109,119,158,43,47,43,coleccionable,siniestro/dragon/lucha,no,Slurpuff,Slurpuff,coleccionable,170,50,,2026-03-30
Slurpuff,hada,normal,normal,,no,,168,163,193,60,55,55,coleccionable,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Inkay,siniestro/psiquico,normal,normal,,no,,98,95,142,37,43,39,coleccionable,lucha/fantasma/veneno,no,Malamar,Malamar,coleccionable,174,50,,2026-03-30
Malamar,siniestro/psiquico,normal,normal,,no,,177,165,200,62,56,56,coleccionable,lucha/fantasma/veneno,no,,,,,,,2026-03-30
Binacle,roca/agua,normal,normal,,no,,96,120,123,37,44,39,coleccionable,bicho/fuego/volador,no,Barbaracle,Barbaracle,coleccionable,185,50,,2026-03-30
Barbaracle,roca/agua,normal,normal,,no,,194,205,176,65,61,59,coleccionable,bicho/fuego/volador,no,,,,,,,2026-03-30
Skrelp,veneno/agua,normal,normal,,no,,109,109,137,40,44,41,coleccionable,hada/fuego/planta,no,Dragalge,Dragalge,coleccionable,174,50,,2026-03-30
Dragalge,veneno/dragon,normal,normal,,no,,177,207,163,62,56,56,coleccionable,dragon/hada/planta,no,,,,,,,2026-03-30
Clauncher,agua,normal,normal,,no,,108,117,137,40,45,42,coleccionable,fuego/tierra/roca,no,Clawitzer,Clawitzer,coleccionable,184,50,,2026-03-30
Clawitzer,agua,normal,normal,,no,,221,171,174,67,56,61,coleccionable,fuego/tierra/roca,no,,,,,,,2026-03-30
Helioptile,electrico/normal,normal,normal,,no,,115,78,127,37,40,40,coleccionable,volador/agua,no,Heliolisk,Heliolisk,coleccionable,177,50,Sun Stone,2026-03-30
Heliolisk,electrico/normal,normal,normal,,no,,219,168,158,65,52,60,coleccionable,volador/agua,no,,,,,,,2026-03-30
Tyrunt,roca/dragon,normal,normal,,no,,158,123,151,50,47,49,coleccionable,bicho/dragon/fuego,no,Tyrantrum,Tyrantrum,coleccionable,201,50,,2026-03-30
Tyrantrum,roca/dragon,normal,normal,,no,,227,191,193,71,66,64,coleccionable,bicho/dragon/fuego,no,,,,,,,2026-03-30
Amaura,roca/hielo,normal,normal,,no,,124,109,184,47,48,45,coleccionable,bicho/dragon/fuego,no,Aurorus,Aurorus,coleccionable,200,50,,2026-03-30
Aurorus,roca/hielo,normal,normal,,no,,186,163,265,70,69,61,coleccionable,bicho/dragon/fuego,no,,,,,,,2026-03-30
Sylveon,hada,normal,normal,,no,,203,205,216,71,71,62,pvp_gl,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Hawlucha,lucha/volador,normal,normal,,no,,195,153,186,63,53,57,coleccionable,bicho/siniestro/lucha,no,,,,,,,2026-03-30
Dedenne,electrico/hada,normal,normal,,no,,164,134,167,54,50,51,coleccionable,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Carbink,roca/hada,normal,normal,,no,,95,285,137,49,62,48,coleccionable,bicho/siniestro/dragon,no,,,,,,,2026-03-30
Goomy,dragon,normal,normal,,no,,101,112,128,37,44,40,coleccionable,dragon,no,Sliggoo,Goodra,pve,223,125,,2026-03-30
Sliggoo,dragon,normal,normal,,no,,159,176,169,57,54,53,coleccionable,dragon,no,Goodra,Goodra,pve,223,100,,2026-03-30
Goodra,dragon,normal,normal,,no,,220,242,207,76,80,67,pve,dragon,no,,,,,,,2026-03-30
Klefki,acero/hada,normal,normal,regional,no,Asia,160,179,149,55,52,52,coleccionable,siniestro/dragon/hada,no,,,,,,,2026-03-30
Phantump,fantasma/planta,normal,normal,,no,,125,103,125,41,42,42,coleccionable,fantasma/tierra/psiquico,no,Trevenant,Trevenant,coleccionable,179,200,,2026-03-30
Trevenant,fantasma/planta,normal,normal,,no,,201,154,198,65,55,59,coleccionable,fantasma/tierra/psiquico,no,,,,,,,2026-03-30
Pumpkaboo,fantasma/planta,normal,normal,,no,,121,123,135,43,45,43,coleccionable,fantasma/tierra/psiquico,no,Gourgeist,Gourgeist,coleccionable,175,200,,2026-03-30
Gourgeist,fantasma/planta,normal,normal,,no,,175,213,163,62,57,56,coleccionable,fantasma/tierra/psiquico,no,,,,,,,2026-03-30
Bergmite,hielo,normal,normal,,no,,117,120,146,43,46,43,coleccionable,dragon/volador/planta,no,Avalugg,Avalugg,pvp_gl,214,50,,2026-03-30
Avalugg,hielo,normal,normal,,no,,196,240,216,73,78,63,pvp_gl,dragon/volador/planta,no,,,,,,,2026-03-30
Noibat,volador/dragon,normal,normal,,no,,83,73,120,31,39,35,coleccionable,bicho/dragon/lucha,no,Noivern,Noivern,coleccionable,187,400,,2026-03-30
Noivern,volador/dragon,normal,normal,,no,,205,175,198,67,60,60,coleccionable,bicho/dragon/lucha,no,,,,,,,2026-03-30
Xerneas,hada,legendario,legendario,,no,,250,185,246,80,79,71,pve,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Yveltal,siniestro/volador,legendario,legendario,,no,,250,185,246,80,79,71,pve,bicho/lucha/fantasma,no,,,,,,,2026-03-30
Zygarde,dragon/tierra,legendario,legendario,,no,,184,207,389,76,99,75,pve,dragon/electrico/fuego,no,,,,,,,2026-03-30
Diancie,roca/hada,singular,singular,mega,no,,190,285,137,65,66,61,coleccionable,bicho/siniestro/dragon,no,,,,,,,2026-03-30
Hoopa,psiquico/fantasma,singular,singular,,no,,261,187,173,75,63,67,pve,lucha/fantasma/veneno,no,,,,,,,2026-03-30
Volcanion,fuego/agua,singular,singular,,no,,252,216,190,78,73,68,pve,bicho/fuego/planta,no,,,,,,,2026-03-30
Rowlet,planta/volador,normal,normal,,no,,102,99,169,41,46,41,coleccionable,bicho/lucha/planta,no,Dartrix,Decidueye,coleccionable,187,125,,2026-03-30
Dartrix,planta/volador,normal,normal,,no,,142,139,186,53,52,50,coleccionable,bicho/lucha/planta,no,Decidueye,Decidueye,coleccionable,187,100,,2026-03-30
Decidueye,planta/fantasma,normal,normal,,no,,210,179,186,67,59,61,coleccionable,fantasma/tierra/psiquico,no,,,,,,,2026-03-30
Litten,fuego,normal,normal,,no,,128,79,128,39,40,42,coleccionable,bicho/planta/hielo,no,Torracat,Incineroar,coleccionable,198,125,,2026-03-30
Torracat,fuego,normal,normal,,no,,174,103,163,52,46,51,coleccionable,bicho/planta/hielo,no,Incineroar,Incineroar,coleccionable,198,100,,2026-03-30
Incineroar,fuego/siniestro,normal,normal,,no,,214,175,216,71,65,62,coleccionable,bicho/fantasma/planta,no,,,,,,,2026-03-30
Popplio,agua,normal,normal,,no,,120,103,137,41,44,43,coleccionable,fuego/tierra/roca,no,Brionne,Primarina,coleccionable,204,125,,2026-03-30
Brionne,agua,normal,normal,,no,,168,145,155,54,50,52,coleccionable,fuego/tierra/roca,no,Primarina,Primarina,coleccionable,204,100,,2026-03-30
Primarina,agua/hada,normal,normal,,no,,232,195,190,73,66,65,coleccionable,siniestro/dragon/lucha,no,,,,,,,2026-03-30
Pikipek,normal/volador,normal,normal,,no,,136,59,111,38,36,41,coleccionable,bicho/lucha/planta,no,Trumbeak,Toucannon,coleccionable,182,125,,2026-03-30
Trumbeak,normal/volador,normal,normal,,no,,159,100,146,48,44,48,coleccionable,bicho/lucha/planta,no,Toucannon,Toucannon,coleccionable,182,100,,2026-03-30
Toucannon,normal/volador,normal,normal,,no,,222,146,190,67,54,61,coleccionable,bicho/lucha/planta,no,,,,,,,2026-03-30
Yungoos,normal,normal,normal,,no,,122,56,134,37,38,40,coleccionable,,no,Gumshoos,Gumshoos,coleccionable,168,50,,2026-03-30
Gumshoos,normal,normal,normal,,no,,194,113,204,61,51,56,coleccionable,,no,,,,,,,2026-03-30
Grubbin,bicho,normal,normal,,no,,115,85,132,39,41,41,coleccionable,siniestro/planta/psiquico,no,Charjabug,Vikavolt,coleccionable,195,125,,2026-03-30
Charjabug,bicho/electrico,normal,normal,,no,,145,161,149,51,50,49,coleccionable,siniestro/volador/planta,no,Vikavolt,Vikavolt,coleccionable,195,100,,2026-03-30
Vikavolt,bicho/electrico,normal,normal,,no,,254,158,184,72,58,65,coleccionable,siniestro/volador/planta,no,,,,,,,2026-03-30
Crabrawler,lucha,normal,normal,,no,,150,104,132,46,43,46,coleccionable,siniestro/hielo/normal,no,Crabominable,Crabominable,coleccionable,192,50,,2026-03-30
